# These data are from NREL and reV. Link here https://www.nrel.gov/gis/solar-supply-curves.html,,,,,,,
sc_gid,capacity_factor,global_horizontal_irradiance,capacity_mw,area_sq_km,latitude,longitude,distance_to_transmission_km
34920,0.220197707,5.189909935,4218.894619,131.8404568,37.388,-101.986,61.59961954
34921,0.219833732,5.180426121,4213.282838,131.6650887,37.394,-101.848,57.98141834
34922,0.219588295,5.171397686,4196.945644,131.1545514,37.4,-101.711,55.23153372
34923,0.218533233,5.153027058,4110.704691,128.4595216,37.406,-101.573,53.43444379
34924,0.217859074,5.133072376,4129.6392,129.051225,37.411,-101.436,52.64375219
34925,0.217997432,5.13355732,4088.086706,127.7527096,37.417,-101.298,53.04082588
34926,0.217188105,5.114170074,4041.417797,126.2943062,37.422,-101.16,54.4608876
34927,0.216517061,5.10007143,3932.108044,122.8783764,37.428,-101.023,56.95449576
34928,0.216472685,5.094984531,3941.146125,123.1608164,37.433,-100.885,60.27729427
34929,0.216139451,5.086204052,4148.6904,129.646575,37.438,-100.747,64.35632511
34930,0.21500212,5.065495491,4186.644975,130.8326555,37.442,-100.61,68.96166369
34931,0.214158639,5.048264503,4139.916581,129.3723932,37.447,-100.472,74.1667619
34932,0.213816211,5.035358906,4176.603506,130.5188596,37.452,-100.334,79.77762222
34933,0.213315621,5.022070408,4052.553019,126.6422818,37.456,-100.196,85.66363423
34934,0.213638395,5.020254135,3789.135956,118.4104986,37.46,-100.059,91.77435523
34935,0.212469652,5.000855923,4054.007222,126.6877257,37.465,-99.921,96.38955639
34936,0.211362332,4.97791481,4025.298038,125.7905637,37.469,-99.783,100.9603791
34937,0.211258113,4.972709656,4076.155913,127.3798723,37.472,-99.645,105.9368933
34938,0.210610315,4.9529562,4075.958981,127.3737182,37.476,-99.507,111.1565037
34939,0.210267141,4.946215153,4056.148153,126.7546298,37.48,-99.37,116.5966448
34940,0.2083911,4.913624763,4003.094925,125.0967164,37.483,-99.232,122.3523419
34941,0.207191765,4.890613556,4084.6032,127.64385,37.486,-99.094,128.3001667
34942,0.206452474,4.877009392,4154.802356,129.8375736,37.489,-98.956,134.414384
34943,0.206846029,4.877173424,4184.770838,130.7740887,37.492,-98.818,140.6730679
34944,0.20610936,4.864770889,4114.849106,128.5890346,37.495,-98.68,147.0580284
34945,0.206012994,4.862387657,4184.975616,130.780488,37.498,-98.542,146.3054573
34946,0.204974562,4.838004589,4211.217084,131.6005339,37.5,-98.404,139.7980187
34947,0.203700274,4.815461159,4024.473863,125.7648082,37.503,-98.266,133.361101
34948,0.202979982,4.803781033,4080.448153,127.5140048,37.505,-98.128,127.1003024
34949,0.202034265,4.782666683,4023.628931,125.7384041,37.507,-97.99,120.993295
34950,0.201001003,4.765571594,3955.459331,123.6081041,37.509,-97.852,115.064334
34951,0.199780166,4.740999699,4117.3272,128.666475,37.511,-97.714,109.3421537
34952,0.198976338,4.727575779,4012.960219,125.4050068,37.513,-97.576,103.8613401
34953,0.198788255,4.718402863,3804.799331,118.8999791,37.514,-97.438,98.72186787
34954,0.198386252,4.710669994,2958.835331,92.4636041,37.516,-97.3,93.85333984
34955,0.19812794,4.702033997,4007.104931,125.2220291,37.517,-97.162,89.43219573
34956,0.197765484,4.691655159,3831.450356,119.7328236,37.518,-97.024,85.45859809
34957,0.197687328,4.685211658,3907.162575,122.0988305,37.519,-96.886,81.99817823
34958,0.197815806,4.683934212,3976.897753,124.2780548,37.52,-96.748,79.1179798
34959,0.197741315,4.678164959,4130.564625,129.0801445,37.521,-96.61,76.88320675
34960,0.196324766,4.652162075,4196.129063,131.1290332,37.521,-96.472,75.42854174
34961,0.194158435,4.615767002,4098.496219,128.0780068,37.522,-96.334,74.64350563
34962,0.194181815,4.616210938,4094.882859,127.9650894,37.522,-96.196,74.70530561
34963,0.193569779,4.604575634,4124.898169,128.9030678,37.522,-96.058,75.5347979
34964,0.192097515,4.577333927,4120.323441,128.7601075,37.522,-95.92,77.10719015
34965,0.191346884,4.56229496,4089.255638,127.7892387,37.522,-95.782,79.37834781
34966,0.190838337,4.554106236,3961.866684,123.8083339,37.522,-95.644,82.29044461
34967,0.190944701,4.555024624,3926.838488,122.7137027,37.521,-95.506,85.84623606
34968,0.19071193,4.548716545,4154.283956,129.8213736,37.521,-95.368,89.83962491
34969,0.189719677,4.526892662,3854.130356,120.4415736,37.52,-95.23,92.03822586
34970,0.189563692,4.525930882,3852.025875,120.3758086,37.519,-95.092,84.65095808
34971,0.189145193,4.518647194,4152.363244,129.7613514,37.518,-94.954,77.31820841
34972,0.188689515,4.509461403,4013.4528,125.4204,37.517,-94.816,70.05705159
34973,0.188348725,4.499309063,3442.124363,107.5663863,37.516,-94.678,62.89257717
34974,0.188347831,4.50357008,3394.12275,106.0663359,37.514,-94.54,55.82854306
34975,0.188235849,4.502417564,4090.645294,127.8326654,37.513,-94.402,48.98476845
34976,0.187974259,4.494780064,3845.442094,120.1700654,37.511,-94.264,42.38024727
34977,0.187834665,4.491050243,4102.646203,128.2076938,37.509,-94.126,36.19787377
34978,0.187448785,4.484665871,4204.599638,131.3937387,37.507,-93.988,30.69446879
34979,0.18659173,4.465937614,3709.952888,115.9360277,37.505,-93.85,26.29972703
34980,0.187111378,4.474989891,3992.125753,124.7539298,37.503,-93.712,23.64019544
34981,0.186127767,4.460591793,3981.120131,124.4100041,37.5,-93.574,23.24096269
34982,0.185388371,4.459313869,4059.743288,126.8669777,37.498,-93.436,25.35235002
34983,0.184770465,4.466165543,4041.213019,126.2879068,37.495,-93.298,29.31727615
34984,0.185065359,4.466730595,4086.627441,127.7071075,37.492,-93.16,34.55488742
34985,0.185123473,4.467205524,4156.601063,129.8937832,37.489,-93.022,40.57562258
34986,0.185103595,4.46651125,4183.822125,130.7444414,37.486,-92.885,47.03111998
34987,0.181905493,4.465437412,4189.400494,130.9187654,37.482,-92.747,53.81192253
34988,0.180785671,4.4560709,4191.769238,130.9927887,37.479,-92.609,60.83393728
34989,0.180336654,4.448160172,4024.028109,125.7508784,37.475,-92.471,66.19975837
34990,0.180836275,4.452871323,956.9067891,29.90333716,37.472,-92.333,25.32187002
34991,0.179838911,4.454458237,2136.028219,66.75088184,37.468,-92.195,52.58525516
34992,0.179519102,4.45349741,984.6411891,30.77003716,37.464,-92.057,40.20864062
34993,0.178091437,4.425664425,3788.82765,118.4008641,37.46,-91.92,40.27995771
34994,0.178285435,4.428948402,4205.553919,131.42356,37.455,-91.782,35.04088357
34995,0.177532852,4.417035103,3369.472931,105.2960291,37.451,-91.644,30.75849074
34996,0.176966399,4.418458939,4192.572909,131.0179034,37.446,-91.506,28.02440509
34997,0.176588073,4.416339874,1391.898811,43.49683784,37.442,-91.369,27.15596514
34998,0.177870706,4.429577827,103.1849271,3.22452897,37.437,-91.231,8.272530112
34999,0.177490413,4.427329063,1509.982509,47.18695342,37.432,-91.093,30.94505955
35000,0.176561877,4.417272568,2671.367091,83.48022158,37.427,-90.956,34.22930272
35001,0.176218331,4.410504341,4168.407825,130.2627445,37.421,-90.818,38.74321549
35002,0.176063001,4.409559727,3359.960494,104.9987654,37.416,-90.68,44.19505338
35003,0.175971642,4.410660744,1900.132931,59.3791541,37.41,-90.543,50.14869467
35004,0.175567836,4.403365612,2085.074789,65.15858716,37.405,-90.405,56.59620351
35005,0.180438742,4.407061577,2458.4472,76.826475,37.399,-90.268,63.24076287
35006,0.18199411,4.423080921,3253.5432,101.673225,37.393,-90.13,70.14190835
35007,0.182083562,4.424994946,4198.664109,131.2082534,37.387,-89.993,77.14226488
35008,0.181709036,4.427267075,4079.059003,127.4705938,37.38,-89.855,84.28599328
35009,0.181336418,4.423662186,3797.572613,118.6741441,37.374,-89.718,91.48850242
35010,0.181210995,4.40655756,3276.422663,102.3882082,37.368,-89.58,98.81246808
35011,0.180823177,4.410677433,2781.013753,86.90667979,37.361,-89.443,106.1201086
35012,0.181369558,4.41234827,1314.006553,41.06270479,37.354,-89.306,89.35759179
35013,0.181367084,4.416965485,4032.040275,126.0012586,37.347,-89.168,109.6350106
35014,0.181219414,4.411322594,2517.995869,78.6873709,37.34,-89.031,102.2356243
35015,0.181161404,4.408638477,2587.101019,80.84690684,37.333,-88.894,94.86972731
35016,0.181507826,4.4133358,3489.715913,109.0536223,37.325,-88.757,87.56398062
35017,0.180409685,4.39929533,991.3440656,30.97950205,37.318,-88.619,15.70245291
35018,0.180932656,4.392869473,2087.703113,65.24072227,37.31,-88.482,73.06784835
35019,0.182617262,4.412783146,4192.002619,131.0000818,37.302,-88.345,65.99359652
35020,0.181948543,4.398210049,4164.968109,130.1552534,37.294,-88.208,59.05584974
35021,0.181976631,4.400243282,4151.064713,129.7207723,37.286,-88.071,52.30947931
35022,0.18156454,4.39049387,3999.256538,124.9767668,37.278,-87.934,45.8395079
35023,0.180228204,4.378093243,3630.790828,113.4622134,37.269,-87.797,39.82762208
35024,0.179850593,4.378460884,3802.9824,118.8432,37.261,-87.66,34.4098893
35025,0.178974137,4.367815018,3842.564822,120.0801507,37.252,-87.523,30.03518368
35026,0.179038554,4.369794369,1997.397731,62.4186791,37.243,-87.386,27.14466717
35027,0.17835182,4.356818199,3372.894169,105.4029428,37.234,-87.249,26.23477094
35028,0.17745994,4.350085258,3499.897106,109.3717846,37.225,-87.112,26.5925185
35029,0.177247062,4.345459461,2642.616647,82.58177021,37.216,-86.975,3.412171953
35030,0.177323043,4.351634979,3842.440538,120.0762668,37.207,-86.839,24.05908793
35031,0.178042039,4.362514496,4002.302138,125.0719418,37.197,-86.702,26.22060802
35032,0.177786976,4.35285759,4066.599178,127.0812243,37.187,-86.565,30.24032973
35033,0.177215368,4.339031219,4144.828219,129.5258818,37.178,-86.428,35.53902447
35034,0.177349716,4.337747574,3888.868219,121.5271318,37.168,-86.292,41.5026308
35035,0.176754385,4.329770088,1772.928,55.404,37.157,-86.155,33.74927817
35036,0.17761457,4.339281559,3170.041819,99.06380684,37.147,-86.019,54.72108326
35037,0.177514628,4.353466988,3953.313338,123.5410418,37.137,-85.882,61.73856461
35038,0.177131668,4.350141525,3997.740066,124.9293771,37.126,-85.746,68.82912632
35039,0.176329926,4.328033447,4114.499288,128.5781027,37.116,-85.609,76.09994607
35040,0.176358879,4.327206135,4195.797469,131.1186709,37.105,-85.473,82.38335076
35041,0.175745368,4.319766045,3967.276219,123.9773818,37.094,-85.337,80.46506108
35042,0.175694972,4.319851398,4176.523519,130.51636,37.083,-85.2,79.21554412
35043,0.176255956,4.328157902,4121.386313,128.7933223,37.072,-85.064,78.69751681
35044,0.176082268,4.324975014,4171.193972,130.3498116,37.06,-84.928,78.98526865
35045,0.176833943,4.344423771,4043.149172,126.3484116,37.049,-84.792,79.91816101
35046,0.171719447,4.29979372,2602.132088,81.31662773,37.037,-84.656,81.62587757
35047,0.169552654,4.279360771,3598.828734,112.4633979,37.025,-84.52,83.98805951
35048,0.169000015,4.27392149,165.8154164,5.181731763,37.013,-84.384,0.539761537
35049,0.170480356,4.293449879,148.8559623,4.651748822,37.001,-84.248,3.293610058
35050,0.170578212,4.299525261,2907.944044,90.87325137,36.989,-84.112,91.5348996
35051,0.170001715,4.271771431,4092.604481,127.89389,36.977,-83.976,86.15950395
35052,0.169889882,4.26480484,4187.692406,130.8653877,36.964,-83.84,81.19628075
35053,0.169949427,4.259885311,3652.185206,114.1307877,36.952,-83.705,76.64892043
35054,0.170421466,4.259442806,1322.453967,41.32668647,36.939,-83.569,15.28298301
35055,0.17014268,4.267312527,251.4369568,7.857404901,36.926,-83.433,8.370682596
35056,0.168022051,4.248752594,1365.061106,42.65815957,36.913,-83.298,10.87997744
35057,0.167717353,4.235868931,3562.620975,111.3319055,36.9,-83.162,64.630659
35058,0.168434069,4.231600761,4142.4048,129.45015,36.887,-83.027,63.58868573
35059,0.170005336,4.250746727,1347.588647,42.11214521,36.873,-82.891,11.1122
35060,0.169806063,4.280053139,1033.622205,32.30069392,36.86,-82.756,7.716815535
35061,0.170989454,4.314350128,460.3054711,14.38454597,36.846,-82.62,6.928764012
35062,0.171790004,4.347555161,2287.841709,71.49505342,36.832,-82.485,68.50062058
35063,0.173453376,4.372723103,4155.338981,129.8543432,36.818,-82.35,71.73554274
35064,0.172858417,4.352104664,4107.944109,128.3732534,36.804,-82.215,75.59824068
35065,0.171979502,4.332032204,2965.3776,92.66805,36.79,-82.08,79.99805869
35066,0.1737362,4.367785454,3988.328372,124.6352616,36.775,-81.945,79.20118345
35067,0.174462318,4.383778572,4057.405172,126.7939116,36.761,-81.81,72.47302187
35068,0.172879562,4.351829052,3575.163825,111.7238695,36.746,-81.675,65.97109664
35069,0.172761515,4.336949348,810.3317203,25.32286626,36.731,-81.54,16.76545338
35070,0.17394501,4.334646702,1388.915353,43.40360479,36.716,-81.405,49.81485864
35071,0.175619826,4.372931004,3789.574116,118.4241911,36.701,-81.27,48.4763256
35072,0.176212639,4.38822937,4136.297906,129.2593096,36.686,-81.136,43.80619642
35073,0.176113233,4.400573254,3877.745906,121.1795596,36.67,-81.001,40.07069211
35074,0.180648446,4.416865349,3809.8512,119.05785,36.655,-80.866,37.47070264
35075,0.180176601,4.391746044,4137.669338,129.3021668,36.639,-80.732,36.40931074
35076,0.178417981,4.374613762,4145.717194,129.5536623,36.623,-80.597,36.91634776
35077,0.17976433,4.40195179,4182.409688,130.7003027,36.607,-80.463,38.94219156
35078,0.180594638,4.426893711,4195.133775,131.0979305,36.591,-80.329,42.25963926
35079,0.181248516,4.45938015,4185.191025,130.7872195,36.575,-80.194,46.62212093
35080,0.181881189,4.475823879,4184.555681,130.767365,36.559,-80.06,51.72612267
35081,0.182637528,4.493918419,4062.949622,126.9671757,36.542,-79.926,57.44763183
35082,0.182343185,4.496536255,3376.17315,105.5054109,36.525,-79.792,63.57174496
35083,0.18358393,4.508437157,3728.107266,116.5033521,36.509,-79.658,69.94211673
35084,0.183733165,4.507777691,3978.764044,124.3363764,36.492,-79.524,76.58951975
35085,0.184358656,4.519062996,4017.200569,125.5375178,36.475,-79.39,83.40744712
35086,0.184284598,4.519686222,3516.639047,109.8949702,36.458,-79.256,90.35718408
35087,0.184599623,4.525179386,3708.198225,115.8811945,36.44,-79.123,4.281104565
35088,0.185428083,4.545237064,3424.516481,107.01614,36.423,-78.989,5.688458564
35089,0.185743153,4.549637794,3979.157906,124.3486846,36.405,-78.855,78.58735583
35090,0.185481548,4.549274445,4094.67555,127.9586109,36.387,-78.722,74.74159295
35091,0.18568705,4.551612854,3987.993994,124.6248123,36.37,-78.588,71.57915167
35092,0.184292749,4.547176838,3411.362334,106.6050729,36.352,-78.455,69.06537211
35093,0.182069615,4.550645828,3810.24,119.07,36.333,-78.322,67.25932281
35094,0.181267425,4.539144993,3870.335419,120.9479818,36.315,-78.188,66.38689575
35095,0.181681901,4.539954185,3828.752044,119.6485014,36.297,-78.055,66.3974956
35096,0.181520537,4.536408901,3350.979113,104.7180973,36.278,-77.922,67.21857476
35097,0.184294373,4.551521778,3491.890509,109.1215784,36.26,-77.789,68.96582734
35098,0.185417086,4.551746368,2755.1016,86.096925,36.241,-77.656,71.43717015
35099,0.187231258,4.561750889,2717.693775,84.92793047,36.222,-77.523,74.62608143
35100,0.18671833,4.546152115,2363.025403,73.84454385,36.203,-77.39,78.44640056
35101,0.186973959,4.546200752,2896.373194,90.5116623,36.183,-77.258,82.71679318
35102,0.186364859,4.539739609,3612.027178,112.8758493,36.164,-77.125,87.54707415
35103,0.18541564,4.518688679,3639.339113,113.7293473,36.145,-76.992,92.76923491
35104,0.186481401,4.540235519,3571.967616,111.623988,36.125,-76.86,98.23263835
35105,0.186650991,4.548483849,1628.742938,50.8982168,36.105,-76.727,87.09935467
35106,0.187234849,4.558411121,2914.387847,91.07462021,36.085,-76.595,110.0125635
35107,0.187019303,4.564315319,1918.790269,59.9621959,36.065,-76.463,116.1988121
35108,0.186000019,4.549295902,129.0193945,4.031856079,36.045,-76.331,14.55240713
35109,0.186000019,4.552491188,105.5073568,3.297104901,36.025,-76.198,21.41496255
35110,0.18599999,4.549854755,49.14691611,1.535841129,36.004,-76.066,12.50118343
35111,0.223731428,5.301906109,2269.316756,70.91614863,35.088,-120.578,166.0146415
35112,0.231767669,5.452820778,4120.219659,128.7568644,35.113,-120.449,160.3291258
35113,0.235651001,5.541488171,2959.529906,92.48530957,35.138,-120.32,154.8240367
35114,0.241188541,5.646343231,297.0872754,9.283977356,35.163,-120.191,1.419670055
35115,0.242029816,5.688998222,2832.0192,88.5006,35.188,-120.062,3.117607985
35116,0.243480101,5.733009815,1940.581041,60.64315752,35.213,-119.933,3.653030256
35117,0.240504101,5.695484161,118.2003732,3.693761664,35.237,-119.804,0.523984418
35118,0.237932622,5.650439739,3536.74755,110.5233609,35.262,-119.674,16.65197303
35119,0.233995825,5.598953724,2512.630378,78.51969932,35.286,-119.545,10.45040726
35120,0.232040659,5.576427937,2998.651134,93.70784795,35.31,-119.415,7.576573927
35121,0.229997337,5.552192688,3962.320538,123.8225168,35.334,-119.286,4.253244502
35122,0.229426429,5.54532814,1760.906334,55.02832295,35.358,-119.156,3.772850553
35123,0.228876069,5.499465466,296.0971137,9.253034802,35.382,-119.026,1.291353605
35124,0.228386909,5.485914707,2751.57405,85.98668906,35.405,-118.896,112.4233071
35125,0.228830472,5.465740204,3128.702203,97.77194385,35.429,-118.766,110.9943883
35126,0.230950028,5.461727619,682.5384,21.329325,35.452,-118.636,20.44361736
35127,0.242384806,5.661324024,1824.625364,57.01954263,35.475,-118.506,25.33497651
35128,0.250141591,5.837514877,227.4739137,7.108559802,35.521,-118.245,24.00190696
35129,0.252999991,5.875998974,8.25292804,0.257904001,35.544,-118.115,13.46726781
35130,0.256999969,5.964999199,8.372160791,0.261630025,35.567,-117.984,3.20135987
35131,0.249789521,5.87212944,1805.436844,56.41990137,35.589,-117.854,116.4271363
35132,0.250947118,5.887532234,3051.191025,95.34971953,35.612,-117.723,117.9662143
35133,0.249848098,5.873730659,1796.963484,56.15510889,35.634,-117.592,120.9879815
35134,0.24889864,5.860843658,1601.195091,50.03734658,35.656,-117.461,124.4175604
35135,0.243588954,5.789391518,3514.052363,109.8141363,35.678,-117.33,128.22189
35136,0.240599215,5.724186897,206.9763891,6.468012158,35.7,-117.199,34.17596471
35137,0.243699268,5.751312256,1003.210313,31.35032227,35.891,-116.017,46.52575849
35138,0.240820915,5.689285755,1191.254597,37.22670615,35.911,-115.885,36.78030211
35139,0.24235332,5.699844837,3478.489819,108.7028068,35.932,-115.753,37.5168887
35140,0.243084997,5.686368942,3742.176713,116.9430223,35.952,-115.621,30.16193708
35141,0.246000022,5.710999966,9.072,0.2835,35.972,-115.489,4.884984712
35142,0.243671119,5.712816715,2786.405063,87.0751582,35.992,-115.357,8.270860216
35143,0.241374731,5.704229355,1113.191353,34.78722979,36.012,-115.225,0.747006394
35144,0.237361506,5.629306793,387.2499891,12.10156216,36.032,-115.092,1.565865408
35145,0.234734148,5.597284794,1161.070959,36.28346748,36.051,-114.96,1.339307505
35146,0.23300001,5.558000565,0.74390397,0.023246999,36.071,-114.828,0.267299944
35147,0.233509406,5.468830109,96.1632,3.0051,36.381,-112.565,42.10416334
35148,0.231572866,5.441316605,269.7027891,8.428212158,36.464,-111.896,25.72102232
35149,0.236056849,5.52753067,4193.23635,131.0386359,36.481,-111.762,149.2032109
35150,0.238757521,5.57065773,4233.168844,132.2865264,36.497,-111.628,143.1627228
35151,0.241591051,5.606725693,4181.569819,130.6740568,36.513,-111.494,3.076802623
35152,0.241736069,5.616704941,4230.317644,132.1974264,36.529,-111.36,131.6099379
35153,0.241858929,5.623054028,4236.808022,132.4002507,36.545,-111.225,126.0998108
35154,0.239652708,5.578160286,4220.781666,131.8994271,36.56,-111.091,120.8337103
35155,0.239217043,5.547422886,4233.806466,132.3064521,36.576,-110.957,115.8913844
35156,0.240103602,5.551821232,4212.176175,131.6305055,36.591,-110.822,111.1693302
35157,0.238712505,5.521294117,4208.749622,131.5234257,36.606,-110.688,106.839019
35158,0.235480398,5.44045639,4194.789019,131.0871568,36.621,-110.553,102.867084
35159,0.232869357,5.373167038,4124.341294,128.8856654,36.636,-110.418,99.34133113
35160,0.232202053,5.368172646,4242.072263,132.5647582,36.651,-110.284,96.33788635
35161,0.235464871,5.469723225,4223.669063,131.9896582,36.666,-110.149,93.84482962
35162,0.237493888,5.525831699,4221.559519,131.923735,36.68,-110.014,91.8641156
35163,0.23640117,5.516745567,4234.825294,132.3382904,36.695,-109.879,90.57606753
35164,0.235939488,5.525157452,4235.055638,132.3454887,36.709,-109.744,89.86030284
35165,0.235375345,5.524888515,4181.310619,130.6659568,36.723,-109.609,89.8044655
35166,0.235680312,5.516387463,4233.723694,132.3038654,36.737,-109.474,90.40951261
35167,0.232382357,5.446709156,4230.283978,132.1963743,36.751,-109.339,91.66195654
35168,0.23278372,5.399891853,4022.724263,125.7101332,36.765,-109.204,93.53537172
35169,0.235111192,5.447204113,4069.79235,127.1810109,36.778,-109.069,95.9171052
35170,0.23573935,5.506455898,4159.143956,129.9732486,36.792,-108.934,98.91678279
35171,0.233954579,5.486890793,3947.284153,123.3526298,36.805,-108.798,102.356649
35172,0.234461218,5.501288414,3883.147847,121.3483702,36.818,-108.663,106.2275063
35173,0.234458551,5.495306492,3293.09955,102.9093609,36.831,-108.527,5.25171511
35174,0.234787554,5.497874737,4163.166619,130.0989568,36.844,-108.392,4.27092235
35175,0.234824553,5.488732338,4103.812603,128.2441438,36.857,-108.257,120.1287415
35176,0.234095544,5.469202995,4111.326872,128.4789647,36.869,-108.121,125.2877487
35177,0.232624412,5.437030792,3964.458938,123.8893418,36.882,-107.985,130.7896646
35178,0.231147021,5.404333591,3849.013688,120.2816777,36.894,-107.85,136.412809
35179,0.227940112,5.377911091,3885.778575,121.4305805,36.906,-107.714,142.2656246
35180,0.227408871,5.366285801,3705.886181,115.8089432,36.918,-107.578,148.2895077
35181,0.225580081,5.333507538,2910.349238,90.94841367,36.93,-107.442,154.4646005
35182,0.226282597,5.340085506,132.8607404,4.151898138,36.942,-107.307,20.24962568
35183,0.224653423,5.244125366,2725.430794,85.1697123,36.953,-107.171,161.8983642
35184,0.224235401,5.227202892,4116.497963,128.6405613,36.965,-107.035,156.322052
35185,0.222258314,5.184934139,4083.662334,127.6144479,36.976,-106.899,150.983507
35186,0.221870154,5.165313721,3914.41005,122.3253141,36.987,-106.763,145.8435465
35187,0.2197119,5.109596729,1968.649945,61.52031079,36.998,-106.627,140.9232569
35188,0.215328828,5.081168175,787.0037203,24.59386626,37.009,-106.49,136.2187993
35189,0.228307858,5.335996628,517.3424754,16.16695236,37.031,-106.218,125.6568991
35190,0.228783086,5.360890388,3106.947375,97.09210547,37.041,-106.082,123.9963193
35191,0.229491502,5.365046024,3563.89875,111.3718359,37.051,-105.945,120.6293526
35192,0.23279269,5.37598896,3440.104931,107.5032791,37.062,-105.809,117.5981588
35193,0.231844246,5.375116348,4112.418094,128.5130654,37.072,-105.673,115.0618832
35194,0.230035484,5.337346554,4155.473644,129.8585514,37.082,-105.536,112.9662714
35195,0.229846835,5.314321041,3554.435419,111.0761068,37.091,-105.4,111.4340226
35196,0.226389185,5.232611179,248.1814055,7.755668921,37.101,-105.263,34.04173726
35197,0.2206994,5.073140144,62.5968,1.95615,37.11,-105.127,13.21552518
35198,0.221218646,5.103711605,3032.777194,94.7742873,37.12,-104.99,109.7148732
35199,0.222625658,5.172129631,3195.269775,99.85218047,37.129,-104.854,110.227227
35200,0.222838119,5.195095539,4048.431891,126.5134966,37.138,-104.717,111.2633316
35201,0.22288315,5.198684216,3589.694466,112.1779521,37.147,-104.58,112.8016721
35202,0.221195817,5.185319901,3817.406981,119.2939682,37.156,-104.444,114.8006269
35203,0.221463934,5.221004963,4231.683506,132.2401096,37.164,-104.307,117.3442861
35204,0.223038658,5.266051769,4116.793106,128.6497846,37.173,-104.17,120.2443637
35205,0.225165799,5.300651073,4194.257709,131.0705534,37.181,-104.033,123.6083407
35206,0.22506167,5.299145699,4163.539978,130.1106243,37.19,-103.896,127.2706679
35207,0.224493816,5.28469038,4165.377666,130.1680521,37.198,-103.759,131.3302527
35208,0.225266919,5.293061256,4152.99555,129.7811109,37.206,-103.622,131.6588354
35209,0.225787863,5.302978516,4144.229831,129.5071822,37.213,-103.486,124.5288319
35210,0.226234198,5.308052063,4154.659847,129.8331202,37.221,-103.349,117.4331715
35211,0.226005509,5.308700562,4159.258116,129.9768161,37.229,-103.211,110.3652536
35212,0.226580426,5.313782215,4139.685731,129.3651791,37.236,-103.074,103.4179523
35213,0.225898296,5.304126263,4068.649238,127.1452887,37.243,-102.937,96.58230944
35214,0.225065857,5.284655094,4125.870422,128.9334507,37.25,-102.8,89.88399447
35215,0.224457264,5.279485703,4104.387956,128.2621236,37.257,-102.663,83.35508142
35216,0.223786622,5.263157368,4143.350981,129.4797182,37.264,-102.526,77.03890378
35217,0.223687604,5.262935162,4115.455594,128.6079873,37.271,-102.389,70.99201934
35218,0.222626179,5.238562584,4106.412197,128.3253812,37.277,-102.252,65.23904153
35219,0.220889717,5.214106083,4217.948438,131.8108887,37.284,-102.114,59.93318963
35220,0.220921606,5.208128452,4211.465906,131.6083096,37.29,-101.977,55.17746914
35221,0.220268384,5.189280033,4214.021963,131.6881863,37.296,-101.84,51.13478286
35222,0.219735056,5.173686981,4202.508066,131.3283771,37.302,-101.702,47.96282641
35223,0.219221979,5.161989689,4104.108,128.253375,37.308,-101.565,45.89859222
35224,0.218399182,5.148436546,4179.133238,130.5979137,37.313,-101.428,44.98307914
35225,0.217826128,5.137393475,3920.156494,122.5048904,37.319,-101.29,45.44379853
35226,0.21811609,5.133688927,4017.260559,125.5393925,37.324,-101.153,47.0912607
35227,0.216332242,5.09845686,3932.68365,122.8963641,37.33,-101.015,49.96686629
35228,0.216818213,5.104151249,4094.232581,127.9447682,37.335,-100.878,53.70888875
35229,0.216143832,5.088767052,4070.012822,127.1879007,37.34,-100.74,58.25592468
35230,0.21542649,5.073961735,4025.577994,125.7993123,37.345,-100.603,63.38071371
35231,0.214793891,5.06135416,3961.879847,123.8087452,37.349,-100.465,68.96251159
35232,0.213948771,5.041596889,3860.88525,120.6526641,37.354,-100.328,74.9289587
35233,0.213402987,5.029811859,4000.863628,125.0269884,37.358,-100.19,81.17803013
35234,0.213127315,5.017350197,4179.346116,130.6045661,37.362,-100.053,87.61283791
35235,0.212578207,5.005541801,4223.254444,131.9767014,37.367,-99.915,94.31728669
35236,0.210619017,4.966433525,4100.829019,128.1509068,37.371,-99.778,101.0783097
35237,0.210325941,4.961422443,4042.38195,126.3244359,37.374,-99.64,107.9722476
35238,0.210012376,4.951062679,4073.703638,127.3032387,37.378,-99.502,115.0017995
35239,0.210401624,4.953382969,3997.74285,124.9294641,37.382,-99.365,121.9270853
35240,0.209268004,4.931671143,4183.653797,130.7391812,37.385,-99.227,127.4529196
35241,0.207418561,4.90032053,4199.649019,131.2390318,37.388,-99.089,133.1836034
35242,0.206505075,4.878898144,4092.770531,127.8990791,37.391,-98.952,139.0493574
35243,0.206445605,4.874238014,4151.007506,129.7189846,37.394,-98.814,145.1162798
35244,0.205851421,4.861485958,4074.406313,127.3251973,37.397,-98.676,151.3221206
35245,0.20555982,4.858001232,4141.373063,129.4179082,37.4,-98.539,150.3378571
35246,0.204928905,4.844200134,4212.648,131.64525,37.403,-98.401,144.005389
35247,0.204183862,4.828510284,4185.548691,130.7983966,37.405,-98.263,137.8004995
35248,0.203651324,4.815936565,3947.999738,123.3749918,37.407,-98.125,131.7424257
35249,0.202162653,4.789977074,4168.695375,130.2717305,37.409,-97.987,125.8527511
35250,0.201268643,4.775468349,4077.801731,127.4313041,37.411,-97.85,120.1957042
35251,0.201181725,4.766197205,4042.630772,126.3322116,37.413,-97.712,114.7188455
